Region,Area,Site,Month,Weekday,Saturday,Sunday,Daily
Yorkshire and North East,Stockton,Site26,July,5711,5839,5776,5949
Yorkshire and North East,Stockton,Site26,August,6020,5723,6038,6022
Yorkshire and North East,Stockton,Site26,September,5727,6143,5976,5799
Yorkshire and North East,Stockton,Site26,October,5953,5907,5866,5852
Yorkshire and North East,Stockton,Site26,November,5930,6005,6003,5753
Yorkshire and North East,Stockton,Site26,December,5876,6094,6191,5871
Yorkshire and North East,Stockton,Site27,January,5750,5768,5756,5903
Yorkshire and North East,Stockton,Site27,February,5971,5896,5845,5944
Yorkshire and North East,Stockton,Site27,March,5763,6025,5843,5952
Yorkshire and North East,Stockton,Site27,April,5830,5825,5928,6062
Yorkshire and North East,Stockton,Site27,May,5860,5796,5792,5862
Yorkshire and North East,Stockton,Site27,June,5909,5942,5833,5917
Yorkshire and North East,Stockton,Site27,July,5929,5823,6025,5946
Yorkshire and North East,Stockton,Site27,August,5817,5742,5796,5947
Yorkshire and North East,Stockton,Site27,September,5850,5865,5859,5852
Yorkshire and North East,Stockton,Site27,October,5937,5979,6073,5836
Yorkshire and North East,Stockton,Site27,November,5994,5794,5923,5985
Yorkshire and North East,Stockton,Site27,December,6035,5963,5836,5678
Yorkshire and North East,Stockton,Site28,January,5916,5817,5741,5864
Yorkshire and North East,Stockton,Site28,February,5804,5989,5963,6008
Yorkshire and North East,Stockton,Site28,March,5803,5809,5913,5901
Yorkshire and North East,Stockton,Site28,April,5990,5909,5859,5717
Yorkshire and North East,Stockton,Site28,May,6003,5936,5819,5783
Yorkshire and North East,Stockton,Site28,June,5980,6024,5777,5806
Yorkshire and North East,Stockton,Site28,July,5867,5755,5902,5845
Yorkshire and North East,Stockton,Site28,August,6065,5898,5812,5896
Yorkshire and North East,Stockton,Site28,September,5984,6094,6055,5852
Yorkshire and North East,Stockton,Site28,October,6038,5838,5965,5852
Yorkshire and North East,Stockton,Site28,November,6031,5921,5780,5742
Yorkshire and North East,Stockton,Site28,December,6013,5943,5996,5910
Yorkshire and North East,Stockton,Site29,January,6005,5840,5688,5874
Yorkshire and North East,Stockton,Site29,February,5833,5813,5810,5937
Yorkshire and North East,Stockton,Site29,March,5875,6049,6038,5821
Yorkshire and North East,Stockton,Site29,April,5841,5942,5908,5826
Yorkshire and North East,Stockton,Site29,May,5739,5843,5946,5823
Yorkshire and North East,Stockton,Site29,June,5852,5850,5889,5895
Yorkshire and North East,Stockton,Site29,July,6024,5829,5780,5852
Yorkshire and North East,Stockton,Site29,August,6020,5821,5903,5795
Yorkshire and North East,Stockton,Site29,September,5753,5998,5979,5931
Yorkshire and North East,Stockton,Site29,October,5827,5915,5644,5884
Yorkshire and North East,Stockton,Site29,November,5827,5694,5970,5883
Yorkshire and North East,Stockton,Site29,December,5736,5970,5753,5756
